帧,时间,播放,评论,同时人数,同时人数不带加号,点赞,投币,收藏,转发
3168483,2024-08-20T12:33:27+08:00,312.1,2.0,3000+,3000,29.5,30.5,11.1,4.5
4144342,2024-08-20T17:04:31+08:00,332.2,2.1,2000+,2000,30.6,31.7,11.6,4.7
1756916,2024-08-20T06:01:21+08:00,267.4,1.8,1000+,1000,27.3,28.4,10.4,4.3
2570729,2024-08-20T09:47:24+08:00,294.3,1.9,2000+,2000,28.5,29.5,10.8,4.4
3316122,2024-08-20T13:14:28+08:00,316.9,2.0,3000+,3000,29.8,30.8,11.3,4.6
21259,2024-08-19T21:59:13+08:00,232.0,1.6,5000+,5000,25.0,25.6,9.5,4.0
2938024,2024-08-20T11:29:26+08:00,305.2,2.0,2000+,2000,29.1,30.1,11.0,4.5
874684,2024-08-20T01:56:17+08:00,261.2,1.8,2000+,2000,27.0,27.9,10.3,4.3
3262109,2024-08-20T12:59:27+08:00,315.4,2.0,3000+,3000,29.7,30.7,11.2,4.5
3546583,2024-08-20T14:18:29+08:00,322.6,2.1,2000+,2000,30.1,31.1,11.4,4.6
4918543,2024-08-20T20:39:35+08:00,345.3,2.2,3000+,3000,31.4,32.6,11.9,4.8
4976157,2024-08-20T20:55:35+08:00,346.5,2.2,3000+,3000,31.4,32.6,11.9,4.8
1285192,2024-08-20T03:50:19+08:00,264.8,1.8,1000+,1000,27.2,28.2,10.4,4.3
3485369,2024-08-20T14:01:28+08:00,321.2,2.1,2000+,2000,30.0,31.0,11.4,4.6
1580469,2024-08-20T05:12:20+08:00,266.3,1.8,961,961,27.3,28.3,10.4,4.3
1886550,2024-08-20T06:37:21+08:00,268.9,1.8,1000+,1000,27.4,28.4,10.5,4.3
4943750,2024-08-20T20:46:35+08:00,345.8,2.2,3000+,3000,31.4,32.6,11.9,4.8
4047116,2024-08-20T16:37:31+08:00,330.8,2.1,2000+,2000,30.6,31.6,11.6,4.7
4716891,2024-08-20T19:43:34+08:00,341.8,2.2,3000+,3000,31.2,32.3,11.8,4.8
4137139,2024-08-20T17:02:31+08:00,332.1,2.1,2000+,2000,30.6,31.7,11.6,4.7
240918,2024-08-19T23:00:14+08:00,242.5,1.6,5000+,5000,25.6,26.3,9.8,4.1
5040975,2024-08-20T21:13:35+08:00,347.8,2.2,3000+,3000,31.5,32.7,12.0,4.8
3589796,2024-08-20T14:30:29+08:00,323.4,2.1,2000+,2000,30.2,31.2,11.4,4.6
1076336,2024-08-20T02:52:18+08:00,263.4,1.8,1000+,1000,27.1,28.1,10.4,4.3
503787,2024-08-20T00:13:15+08:00,254.0,1.7,3000+,3000,26.5,27.2,10.1,4.2
3993100,2024-08-20T16:22:31+08:00,330.0,2.1,2000+,2000,30.5,31.5,11.5,4.6
2167423,2024-08-20T07:55:23+08:00,277.3,1.9,1000+,1000,27.7,28.7,10.5,4.3
2646347,2024-08-20T10:08:25+08:00,297.0,1.9,2000+,2000,28.7,29.6,10.9,4.4
633421,2024-08-20T00:49:16+08:00,257.0,1.7,3000+,3000,26.7,27.5,10.2,4.2
4781707,2024-08-20T20:01:34+08:00,342.9,2.2,3000+,3000,31.2,32.4,11.8,4.8
2358271,2024-08-20T08:48:24+08:00,285.7,1.9,2000+,2000,28.1,29.1,10.7,4.4
4057919,2024-08-20T16:40:31+08:00,330.9,2.1,2000+,2000,30.6,31.6,11.6,4.7
622620,2024-08-20T00:46:16+08:00,256.8,1.7,3000+,3000,26.7,27.5,10.2,4.2
1295995,2024-08-20T03:53:19+08:00,264.9,1.8,1000+,1000,27.2,28.2,10.4,4.3
5094990,2024-08-20T21:28:35+08:00,348.8,2.2,3000+,3000,31.6,32.8,12.0,4.8
863882,2024-08-20T01:53:17+08:00,261.1,1.8,2000+,2000,27.0,27.9,10.3,4.3
3867069,2024-08-20T15:47:30+08:00,328.1,2.1,2000+,2000,30.4,31.4,11.5,4.6
3438556,2024-08-20T13:48:28+08:00,320.1,2.1,2000+,2000,30.0,31.0,11.3,4.6
320138,2024-08-19T23:22:15+08:00,246.7,1.7,5000+,5000,25.9,26.6,9.9,4.1
2379879,2024-08-20T08:54:24+08:00,286.7,1.9,2000+,2000,28.1,29.1,10.7,4.4
3712228,2024-08-20T15:04:29+08:00,325.6,2.1,2000+,2000,30.3,31.3,11.4,4.6
5012168,2024-08-20T21:05:35+08:00,347.2,2.2,3000+,3000,31.5,32.7,11.9,4.8
3197292,2024-08-20T12:41:27+08:00,313.1,2.0,3000+,3000,29.6,30.5,11.2,4.5
1555263,2024-08-20T05:05:20+08:00,266.2,1.8,960,960,27.3,28.3,10.4,4.3
1148356,2024-08-20T03:12:18+08:00,263.9,1.8,1000+,1000,27.2,28.1,10.4,4.3
709041,2024-08-20T01:10:16+08:00,258.5,1.8,2000+,2000,26.8,27.6,10.2,4.2
2066591,2024-08-20T07:27:22+08:00,273.3,1.8,1000+,1000,27.5,28.6,10.5,4.3
2934422,2024-08-20T11:28:26+08:00,305.1,2.0,2000+,2000,29.1,30.1,11.0,4.5
2977634,2024-08-20T11:40:26+08:00,306.0,2.0,2000+,2000,29.2,30.1,11.0,4.5
2858804,2024-08-20T11:07:26+08:00,303.1,2.0,2000+,2000,29.0,30.0,11.0,4.5
928698,2024-08-20T02:11:17+08:00,261.8,1.8,1000+,1000,27.0,28.0,10.3,4.3
1249184,2024-08-20T03:40:19+08:00,264.6,1.8,1000+,1000,27.2,28.2,10.4,4.3
5015768,2024-08-20T21:06:35+08:00,347.3,2.2,3000+,3000,31.5,32.7,11.9,4.8
4389204,2024-08-20T18:12:32+08:00,336.1,2.2,2000+,2000,30.9,31.9,11.7,4.7
4493632,2024-08-20T18:41:33+08:00,337.9,2.2,2000+,2000,31.0,32.0,11.7,4.7
276928,2024-08-19T23:10:14+08:00,244.4,1.7,5000+,5000,25.8,26.4,9.8,4.1
763054,2024-08-20T01:25:17+08:00,259.5,1.8,2000+,2000,26.9,27.7,10.2,4.3
619018,2024-08-20T00:45:16+08:00,256.7,1.7,3000+,3000,26.7,27.5,10.2,4.2
136491,2024-08-19T22:31:14+08:00,237.2,1.6,5000+,5000,25.3,26.0,9.6,4.1
3204494,2024-08-20T12:43:27+08:00,313.4,2.0,2000+,2000,29.6,30.6,11.2,4.5
3499772,2024-08-20T14:05:29+08:00,321.5,2.1,2000+,2000,30.1,31.0,11.4,4.6
3391744,2024-08-20T13:35:28+08:00,318.8,2.0,2000+,2000,29.9,30.9,11.3,4.6
1404022,2024-08-20T04:23:19+08:00,265.5,1.8,1000+,1000,27.2,28.3,10.4,4.3
4767304,2024-08-20T19:57:34+08:00,342.7,2.2,3000+,3000,31.2,32.4,11.8,4.8
2635545,2024-08-20T10:05:25+08:00,296.6,1.9,2000+,2000,28.6,29.6,10.9,4.4
1043929,2024-08-20T02:43:18+08:00,263.1,1.8,1000+,1000,27.1,28.1,10.3,4.3
4580056,2024-08-20T19:05:33+08:00,339.5,2.2,3000+,3000,31.0,32.1,11.8,4.7
2095405,2024-08-20T07:35:22+08:00,274.4,1.9,1000+,1000,27.6,28.6,10.5,4.3
2153020,2024-08-20T07:51:23+08:00,276.6,1.9,1000+,1000,27.7,28.7,10.5,4.3
237318,2024-08-19T22:59:14+08:00,242.3,1.6,5000+,5000,25.6,26.3,9.8,4.1
1587671,2024-08-20T05:14:20+08:00,266.4,1.8,939,939,27.3,28.3,10.4,4.3
4850126,2024-08-20T20:20:34+08:00,344.1,2.2,3000+,3000,31.3,32.5,11.9,4.8
2196231,2024-08-20T08:03:23+08:00,278.5,1.9,2000+,2000,27.7,28.8,10.6,4.3
1936963,2024-08-20T06:51:22+08:00,269.8,1.8,1000+,1000,27.4,28.5,10.5,4.3
3550183,2024-08-20T14:19:29+08:00,322.7,2.1,2000+,2000,30.1,31.1,11.4,4.6
186904,2024-08-19T22:45:14+08:00,239.7,1.6,5000+,5000,25.4,26.1,9.7,4.1
1440031,2024-08-20T04:33:20+08:00,265.6,1.8,1000+,1000,27.3,28.3,10.4,4.3
255322,2024-08-19T23:04:14+08:00,243.2,1.7,5000+,5000,25.7,26.3,9.8,4.1
4392806,2024-08-20T18:13:32+08:00,336.2,2.2,2000+,2000,30.9,31.9,11.7,4.7
2743574,2024-08-20T10:35:25+08:00,300.2,1.9,2000+,2000,28.8,29.8,10.9,4.4
4173144,2024-08-20T17:12:31+08:00,332.6,2.1,2000+,2000,30.7,31.7,11.6,4.7
3269310,2024-08-20T13:01:27+08:00,315.6,2.0,3000+,3000,29.7,30.7,11.2,4.5
2012583,2024-08-20T07:12:22+08:00,271.7,1.8,1000+,1000,27.5,28.5,10.5,4.3
1533657,2024-08-20T04:59:20+08:00,266.1,1.8,951,951,27.3,28.3,10.4,4.3
2707564,2024-08-20T10:25:25+08:00,299.1,1.9,2000+,2000,28.8,29.7,10.9,4.4
572206,2024-08-20T00:32:16+08:00,255.7,1.7,3000+,3000,26.6,27.3,10.1,4.2
3996702,2024-08-20T16:23:31+08:00,330.1,2.1,2000+,2000,30.5,31.5,11.5,4.6
1256383,2024-08-20T03:42:19+08:00,264.7,1.8,1000+,1000,27.2,28.2,10.4,4.3
4500834,2024-08-20T18:43:33+08:00,338.1,2.2,2000+,2000,31.0,32.0,11.7,4.7
755852,2024-08-20T01:23:17+08:00,259.4,1.8,2000+,2000,26.8,27.7,10.2,4.3
4086726,2024-08-20T16:48:31+08:00,331.4,2.1,2000+,2000,30.6,31.6,11.6,4.7
2062996,2024-08-20T07:26:22+08:00,273.2,1.8,1000+,1000,27.5,28.6,10.5,4.3
856680,2024-08-20T01:51:17+08:00,260.9,1.8,2000+,2000,27.0,27.9,10.3,4.3
5087789,2024-08-20T21:26:35+08:00,348.7,2.2,3000+,3000,31.6,32.8,12.0,4.8
903492,2024-08-20T02:04:17+08:00,261.5,1.8,1000+,1000,27.0,27.9,10.3,4.3
1259985,2024-08-20T03:43:19+08:00,264.7,1.8,1000+,1000,27.2,28.2,10.4,4.3
4562052,2024-08-20T19:00:33+08:00,339.2,2.2,3000+,3000,31.0,32.1,11.7,4.7
597411,2024-08-20T00:39:16+08:00,256.2,1.7,3000+,3000,26.6,27.4,10.1,4.2
93281,2024-08-19T22:19:14+08:00,235.0,1.6,5000+,5000,25.2,25.8,9.6,4.0
2545521,2024-08-20T09:40:24+08:00,293.2,1.9,2000+,2000,28.5,29.5,10.8,4.4
1692097,2024-08-20T05:43:21+08:00,266.9,1.8,971,971,27.3,28.4,10.4,4.3
3200891,2024-08-20T12:42:27+08:00,313.3,2.0,3000+,3000,29.6,30.5,11.2,4.5
5073384,2024-08-20T21:22:35+08:00,348.5,2.2,1000+,1000,31.6,32.7,12.0,4.8
3777046,2024-08-20T15:22:30+08:00,326.6,2.1,2000+,2000,30.3,31.3,11.5,4.6
2700361,2024-08-20T10:23:25+08:00,298.9,1.9,2000+,2000,28.8,29.7,10.9,4.4
4986961,2024-08-20T20:58:35+08:00,346.7,2.2,3000+,3000,31.5,32.6,11.9,4.8
3913882,2024-08-20T16:00:30+08:00,328.8,2.1,2000+,2000,30.5,31.5,11.5,4.6
413764,2024-08-19T23:48:15+08:00,250.8,1.7,4000+,4000,26.2,26.9,10.0,4.2
1033126,2024-08-20T02:40:18+08:00,263.0,1.8,1000+,1000,27.1,28.1,10.3,4.3
1947766,2024-08-20T06:54:22+08:00,270.1,1.8,1000+,1000,27.4,28.5,10.5,4.3
4673678,2024-08-20T19:31:34+08:00,341.1,2.2,3000+,3000,31.1,32.2,11.8,4.7
579407,2024-08-20T00:34:16+08:00,255.8,1.7,3000+,3000,26.6,27.4,10.1,4.2
2117008,2024-08-20T07:41:22+08:00,275.1,1.9,1000+,1000,27.6,28.7,10.5,4.3
4886135,2024-08-20T20:30:35+08:00,344.7,2.2,3000+,3000,31.3,32.5,11.9,4.8
2966832,2024-08-20T11:37:26+08:00,305.8,2.0,2000+,2000,29.1,30.1,11.0,4.5
2649948,2024-08-20T10:09:25+08:00,297.2,1.9,2000+,2000,28.7,29.6,10.9,4.4
1004319,2024-08-20T02:32:18+08:00,262.7,1.8,1000+,1000,27.1,28.0,10.3,4.3
935901,2024-08-20T02:13:17+08:00,261.9,1.8,1000+,1000,27.0,28.0,10.3,4.3
1915358,2024-08-20T06:45:22+08:00,269.5,1.8,1000+,1000,27.4,28.5,10.5,4.3
1216774,2024-08-20T03:31:19+08:00,264.4,1.8,1000+,1000,27.2,28.2,10.4,4.3
1940564,2024-08-20T06:52:22+08:00,269.9,1.8,1000+,1000,27.4,28.5,10.5,4.3
5181412,2024-08-20T21:52:36+08:00,350.7,2.3,1000+,1000,31.7,32.9,12.0,4.8
4147942,2024-08-20T17:05:31+08:00,332.2,2.1,2000+,2000,30.6,31.7,11.6,4.7
3427754,2024-08-20T13:45:28+08:00,319.7,2.1,2000+,2000,30.0,31.0,11.3,4.6
453374,2024-08-19T23:59:15+08:00,252.3,1.7,4000+,4000,26.4,27.0,10.0,4.2
4702486,2024-08-20T19:39:34+08:00,341.6,2.2,3000+,3000,31.2,32.3,11.8,4.8
1335605,2024-08-20T04:04:19+08:00,265.1,1.8,1000+,1000,27.2,28.2,10.4,4.3
1576869,2024-08-20T05:11:20+08:00,266.3,1.8,954,954,27.3,28.3,10.4,4.3
1108745,2024-08-20T03:01:18+08:00,263.6,1.8,1000+,1000,27.1,28.1,10.4,4.3
384956,2024-08-19T23:40:15+08:00,249.4,1.7,5000+,5000,26.1,26.8,9.9,4.2
3355733,2024-08-20T13:25:28+08:00,317.8,2.0,3000+,3000,29.9,30.8,11.3,4.6
4868130,2024-08-20T20:25:35+08:00,344.4,2.2,3000+,3000,31.3,32.5,11.9,4.8
323739,2024-08-19T23:23:15+08:00,246.9,1.7,5000+,5000,25.9,26.6,9.9,4.1
2361872,2024-08-20T08:49:24+08:00,285.9,1.9,2000+,2000,28.1,29.1,10.7,4.4
4342393,2024-08-20T17:59:32+08:00,335.2,2.2,2000+,2000,30.8,31.9,11.7,4.7
183303,2024-08-19T22:44:14+08:00,239.4,1.6,5000+,5000,25.4,26.1,9.7,4.1
4817717,2024-08-20T20:11:34+08:00,343.5,2.2,3000+,3000,31.3,32.4,11.9,4.8
496585,2024-08-20T00:11:15+08:00,253.7,1.7,4000+,4000,26.4,27.1,10.1,4.2
1220375,2024-08-20T03:32:19+08:00,264.4,1.8,1000+,1000,27.2,28.2,10.4,4.3
4983360,2024-08-20T20:57:35+08:00,346.7,2.2,3000+,3000,31.5,32.6,11.9,4.8
2365475,2024-08-20T08:50:24+08:00,285.9,1.9,2000+,2000,28.1,29.1,10.7,4.4
3705026,2024-08-20T15:02:29+08:00,325.4,2.1,2000+,2000,30.3,31.3,11.4,4.6
1353610,2024-08-20T04:09:19+08:00,265.2,1.8,1000+,1000,27.2,28.3,10.4,4.3
2765179,2024-08-20T10:41:25+08:00,300.7,1.9,2000+,2000,28.9,29.8,10.9,4.4
5221023,2024-08-20T22:03:36+08:00,351.6,2.3,3000+,3000,31.7,32.9,12.0,4.8
4745699,2024-08-20T19:51:34+08:00,342.3,2.2,3000+,3000,31.2,32.3,11.8,4.8
2851601,2024-08-20T11:05:26+08:00,302.9,2.0,2000+,2000,29.0,30.0,11.0,4.5
946703,2024-08-20T02:16:17+08:00,262.0,1.8,1000+,1000,27.0,28.0,10.3,4.3
176101,2024-08-19T22:42:14+08:00,239.2,1.6,5000+,5000,25.4,26.1,9.7,4.1
1670493,2024-08-20T05:37:21+08:00,266.8,1.8,945,945,27.3,28.4,10.4,4.3
2556324,2024-08-20T09:43:24+08:00,293.8,1.9,2000+,2000,28.5,29.5,10.8,4.4
5048178,2024-08-20T21:15:35+08:00,347.9,2.2,3000+,3000,31.5,32.7,12.0,4.8
2617539,2024-08-20T10:00:25+08:00,295.9,1.9,2000+,2000,28.6,29.6,10.8,4.4
586603,2024-08-20T00:36:16+08:00,256.0,1.7,3000+,3000,26.6,27.4,10.1,4.2
4756501,2024-08-20T19:54:34+08:00,342.5,2.2,3000+,3000,31.2,32.4,11.8,4.8
3326926,2024-08-20T13:17:28+08:00,317.1,2.0,3000+,3000,29.8,30.8,11.3,4.6
4079524,2024-08-20T16:46:31+08:00,331.2,2.1,2000+,2000,30.6,31.6,11.6,4.7
431768,2024-08-19T23:53:15+08:00,251.6,1.7,4000+,4000,26.3,27.0,10.0,4.2
5242629,2024-08-20T22:09:36+08:00,352.1,2.3,3000+,3000,31.7,33.0,12.1,4.8
60871,2024-08-19T22:10:14+08:00,233.6,1.6,4000+,4000,25.1,25.7,9.6,4.0
2750774,2024-08-20T10:37:25+08:00,300.4,1.9,2000+,2000,28.8,29.8,10.9,4.4
4752900,2024-08-20T19:53:34+08:00,342.4,2.2,3000+,3000,31.2,32.4,11.8,4.8
4659276,2024-08-20T19:27:34+08:00,340.9,2.2,3000+,3000,31.1,32.2,11.8,4.7
655025,2024-08-20T00:55:16+08:00,257.5,1.8,3000+,3000,26.7,27.5,10.2,4.2
2030587,2024-08-20T07:17:22+08:00,272.2,1.8,1000+,1000,27.5,28.6,10.5,4.3
4111932,2024-08-20T16:55:31+08:00,331.7,2.1,2000+,2000,30.6,31.6,11.6,4.7
1584071,2024-08-20T05:13:20+08:00,266.3,1.8,933,933,27.3,28.3,10.4,4.3
1223976,2024-08-20T03:33:19+08:00,264.4,1.8,1000+,1000,27.2,28.2,10.4,4.3
3010043,2024-08-20T11:49:26+08:00,306.9,2.0,2000+,2000,29.2,30.2,11.0,4.5
4734896,2024-08-20T19:48:34+08:00,342.1,2.2,3000+,3000,31.2,32.3,11.8,4.8
2884009,2024-08-20T11:14:26+08:00,303.8,2.0,2000+,2000,29.0,30.0,11.0,4.5
3773443,2024-08-20T15:21:30+08:00,326.6,2.1,2000+,2000,30.3,31.3,11.5,4.6
2995639,2024-08-20T11:45:26+08:00,306.4,2.0,2000+,2000,29.2,30.1,11.0,4.5
3604199,2024-08-20T14:34:29+08:00,323.7,2.1,2000+,2000,30.2,31.2,11.4,4.6
370553,2024-08-19T23:36:15+08:00,248.8,1.7,5000+,5000,26.1,26.7,9.9,4.2
3687021,2024-08-20T14:57:29+08:00,325.1,2.1,2000+,2000,30.2,31.2,11.4,4.6
1292392,2024-08-20T03:52:19+08:00,264.9,1.8,1000+,1000,27.2,28.2,10.4,4.3
932299,2024-08-20T02:12:17+08:00,261.9,1.8,1000+,1000,27.0,28.0,10.3,4.3
2174625,2024-08-20T07:57:23+08:00,277.5,1.9,2000+,2000,27.7,28.8,10.6,4.3
3568190,2024-08-20T14:24:29+08:00,323.1,2.1,2000+,2000,30.1,31.1,11.4,4.6
2044991,2024-08-20T07:21:22+08:00,272.6,1.8,1000+,1000,27.5,28.6,10.5,4.3
849477,2024-08-20T01:49:17+08:00,260.8,1.8,2000+,2000,27.0,27.9,10.3,4.3
3899477,2024-08-20T15:56:30+08:00,328.6,2.1,2000+,2000,30.4,31.5,11.5,4.6
896290,2024-08-20T02:02:17+08:00,261.5,1.8,2000+,2000,27.0,27.9,10.3,4.3
3488970,2024-08-20T14:02:28+08:00,321.3,2.1,2000+,2000,30.0,31.0,11.4,4.6
4335191,2024-08-20T17:57:32+08:00,335.2,2.2,2000+,2000,30.8,31.9,11.7,4.7
1918958,2024-08-20T06:46:22+08:00,269.5,1.8,1000+,1000,27.4,28.5,10.5,4.3
2329465,2024-08-20T08:40:23+08:00,284.3,1.9,2000+,2000,28.0,29.0,10.6,4.4
1447232,2024-08-20T04:35:20+08:00,265.7,1.8,1000+,1000,27.3,28.3,10.4,4.3
3247706,2024-08-20T12:55:27+08:00,314.8,2.0,3000+,3000,29.7,30.6,11.2,4.5
3510574,2024-08-20T14:08:29+08:00,321.8,2.1,2000+,2000,30.1,31.1,11.4,4.6
2848001,2024-08-20T11:04:26+08:00,302.9,2.0,2000+,2000,29.0,29.9,11.0,4.5
3683422,2024-08-20T14:56:29+08:00,325.0,2.1,2000+,2000,30.2,31.2,11.4,4.6
1742512,2024-08-20T05:57:21+08:00,267.3,1.8,993,993,27.3,28.4,10.4,4.3
662228,2024-08-20T00:57:16+08:00,257.6,1.8,3000+,3000,26.7,27.6,10.2,4.2
5112995,2024-08-20T21:33:36+08:00,349.2,2.2,3000+,3000,31.6,32.8,12.0,4.8
3571791,2024-08-20T14:25:29+08:00,323.1,2.1,2000+,2000,30.1,31.1,11.4,4.6
4029111,2024-08-20T16:32:31+08:00,330.5,2.1,2000+,2000,30.6,31.6,11.6,4.7
2163822,2024-08-20T07:54:23+08:00,277.1,1.9,1000+,1000,27.7,28.7,10.5,4.3
3841861,2024-08-20T15:40:30+08:00,327.6,2.1,2000+,2000,30.4,31.4,11.5,4.6
4806914,2024-08-20T20:08:34+08:00,343.3,2.2,3000+,3000,31.3,32.4,11.8,4.8
3823858,2024-08-20T15:35:30+08:00,327.3,2.1,2000+,2000,30.4,31.4,11.5,4.6
3669015,2024-08-20T14:52:29+08:00,324.8,2.1,2000+,2000,30.2,31.2,11.4,4.6
943103,2024-08-20T02:15:17+08:00,262.0,1.8,1000+,1000,27.0,28.0,10.3,4.3
3751839,2024-08-20T15:15:30+08:00,326.2,2.1,2000+,2000,30.3,31.3,11.5,4.6
3442158,2024-08-20T13:49:28+08:00,320.2,2.1,2000+,2000,30.0,31.0,11.3,4.6
2621141,2024-08-20T10:01:25+08:00,296.1,1.9,2000+,2000,28.6,29.6,10.8,4.4
2833597,2024-08-20T11:00:26+08:00,302.4,2.0,2000+,2000,29.0,29.9,11.0,4.5
3215294,2024-08-20T12:46:27+08:00,313.8,2.0,3000+,3000,29.6,30.6,11.2,4.5
842275,2024-08-20T01:47:17+08:00,260.7,1.8,2000+,2000,26.9,27.9,10.3,4.3
4738496,2024-08-20T19:49:34+08:00,342.2,2.2,3000+,3000,31.2,32.3,11.8,4.8
1652488,2024-08-20T05:32:20+08:00,266.7,1.8,966,966,27.3,28.4,10.4,4.3
4864531,2024-08-20T20:24:35+08:00,344.3,2.2,3000+,3000,31.3,32.5,11.9,4.8
4922144,2024-08-20T20:40:35+08:00,345.4,2.2,3000+,3000,31.4,32.6,11.9,4.8
4907741,2024-08-20T20:36:35+08:00,345.1,2.2,2000+,2000,31.4,32.5,11.9,4.8
165298,2024-08-19T22:39:14+08:00,238.5,1.6,5000+,5000,25.4,26.0,9.7,4.1
4259571,2024-08-20T17:36:32+08:00,333.9,2.1,2000+,2000,30.7,31.8,11.6,4.7
2718367,2024-08-20T10:28:25+08:00,299.5,1.9,2000+,2000,28.8,29.8,10.9,4.4
3208096,2024-08-20T12:44:27+08:00,313.6,2.0,3000+,3000,29.6,30.6,11.2,4.5
2538320,2024-08-20T09:38:24+08:00,293.1,1.9,2000+,2000,28.5,29.4,10.8,4.4
2747174,2024-08-20T10:36:25+08:00,300.3,1.9,2000+,2000,28.8,29.8,10.9,4.4
5141803,2024-08-20T21:41:36+08:00,349.9,2.3,3000+,3000,31.6,32.8,12.0,4.8
4914942,2024-08-20T20:38:35+08:00,345.2,2.2,3000+,3000,31.4,32.5,11.9,4.8
208504,2024-08-19T22:51:14+08:00,240.9,1.6,5000+,5000,25.5,26.2,9.7,4.1
4515238,2024-08-20T18:47:33+08:00,338.3,2.2,2000+,2000,31.0,32.1,11.7,4.7
1350008,2024-08-20T04:08:19+08:00,265.2,1.8,1000+,1000,27.2,28.3,10.4,4.3
111284,2024-08-19T22:24:14+08:00,235.9,1.6,5000+,5000,25.2,25.9,9.6,4.0
3478167,2024-08-20T13:59:28+08:00,321.1,2.1,2000+,2000,30.0,31.0,11.4,4.6
4785307,2024-08-20T20:02:34+08:00,343.0,2.2,3000+,3000,31.2,32.4,11.8,4.8
4266771,2024-08-20T17:38:32+08:00,334.1,2.1,2000+,2000,30.7,31.8,11.6,4.7
4619666,2024-08-20T19:16:33+08:00,340.2,2.2,2000+,2000,31.1,32.2,11.8,4.7
871081,2024-08-20T01:55:17+08:00,261.1,1.8,2000+,2000,27.0,27.9,10.3,4.3
5130999,2024-08-20T21:38:36+08:00,349.6,2.2,3000+,3000,31.6,32.8,12.0,4.8
1267187,2024-08-20T03:45:19+08:00,264.7,1.8,1000+,1000,27.2,28.2,10.4,4.3
817070,2024-08-20T01:40:17+08:00,260.3,1.8,2000+,2000,26.9,27.8,10.3,4.3
244519,2024-08-19T23:01:14+08:00,242.8,1.6,5000+,5000,25.7,26.3,9.8,4.1
3254909,2024-08-20T12:57:27+08:00,315.2,2.0,3000+,3000,29.7,30.7,11.2,4.5
4900539,2024-08-20T20:34:35+08:00,344.9,2.2,3000+,3000,31.4,32.5,11.9,4.8
3892275,2024-08-20T15:54:30+08:00,328.4,2.1,2000+,2000,30.4,31.4,11.5,4.6
2055793,2024-08-20T07:24:22+08:00,273.0,1.8,1000+,1000,27.5,28.6,10.5,4.3
4695285,2024-08-20T19:37:34+08:00,341.5,2.2,3000+,3000,31.1,32.3,11.8,4.8
5156206,2024-08-20T21:45:36+08:00,350.2,2.3,3000+,3000,31.6,32.9,12.0,4.8
4270373,2024-08-20T17:39:32+08:00,334.1,2.1,2000+,2000,30.8,31.8,11.6,4.7
2156619,2024-08-20T07:52:23+08:00,276.8,1.9,1000+,1000,27.7,28.7,10.5,4.3
327340,2024-08-19T23:24:15+08:00,246.9,1.7,4000+,4000,25.9,26.6,9.9,4.1
4486432,2024-08-20T18:39:33+08:00,337.7,2.2,2000+,2000,30.9,32.0,11.7,4.7
2819193,2024-08-20T10:56:26+08:00,302.1,2.0,2000+,2000,29.0,29.9,10.9,4.5
5235427,2024-08-20T22:07:36+08:00,352.0,2.3,3000+,3000,31.7,33.0,12.0,4.8
835073,2024-08-20T01:45:17+08:00,260.6,1.8,2000+,2000,26.9,27.8,10.3,4.3
4688083,2024-08-20T19:35:34+08:00,341.3,2.2,3000+,3000,31.1,32.3,11.8,4.7
3150479,2024-08-20T12:28:27+08:00,311.4,2.0,3000+,3000,29.5,30.4,11.1,4.5
3676219,2024-08-20T14:54:29+08:00,325.0,2.1,2000+,2000,30.2,31.2,11.4,4.6
3265710,2024-08-20T13:00:27+08:00,315.4,2.0,3000+,3000,29.7,30.7,11.2,4.5
5159807,2024-08-20T21:46:36+08:00,350.3,2.3,3000+,3000,31.7,32.9,12.0,4.8
4832121,2024-08-20T20:15:34+08:00,343.7,2.2,3000+,3000,31.3,32.4,11.9,4.8
1277990,2024-08-20T03:48:19+08:00,264.8,1.8,1000+,1000,27.2,28.2,10.4,4.3
961108,2024-08-20T02:20:17+08:00,262.2,1.8,1000+,1000,27.0,28.0,10.3,4.3
1519253,2024-08-20T04:55:20+08:00,266.0,1.8,942,942,27.3,28.3,10.4,4.3
1792925,2024-08-20T06:11:21+08:00,267.7,1.8,1000+,1000,27.3,28.4,10.4,4.3
2894813,2024-08-20T11:17:26+08:00,304.0,2.0,2000+,2000,29.1,30.0,11.0,4.5
3334128,2024-08-20T13:19:28+08:00,317.3,2.0,3000+,3000,29.8,30.8,11.3,4.6
374154,2024-08-19T23:37:15+08:00,249.0,1.7,5000+,5000,26.1,26.8,9.9,4.2
4439618,2024-08-20T18:26:33+08:00,336.9,2.2,2000+,2000,30.9,32.0,11.7,4.7
3766243,2024-08-20T15:19:30+08:00,326.5,2.1,2000+,2000,30.3,31.3,11.5,4.6
3294518,2024-08-20T13:08:28+08:00,316.3,2.0,3000+,3000,29.7,30.7,11.2,4.6
4911337,2024-08-20T20:37:35+08:00,345.2,2.2,3000+,3000,31.4,32.5,11.9,4.8
4792510,2024-08-20T20:04:34+08:00,343.1,2.2,3000+,3000,31.2,32.4,11.8,4.8
3060457,2024-08-20T12:03:27+08:00,308.1,2.0,2000+,2000,29.3,30.2,11.1,4.5
4709689,2024-08-20T19:41:34+08:00,341.7,2.2,3000+,3000,31.2,32.3,11.8,4.8
2757977,2024-08-20T10:39:25+08:00,300.6,1.9,2000+,2000,28.8,29.8,10.9,4.4
