帧,时间,播放,评论,同时人数,同时人数不带加号,点赞,投币,收藏,转发
1184366,2024-08-20T03:22:18+08:00,264.2,1.8,1000+,1000,27.2,28.2,10.4,4.3
1054732,2024-08-20T02:46:18+08:00,263.2,1.8,1000+,1000,27.1,28.1,10.3,4.3
925097,2024-08-20T02:10:17+08:00,261.8,1.8,1000+,1000,27.0,28.0,10.3,4.3
1569667,2024-08-20T05:09:20+08:00,266.3,1.8,934,934,27.3,28.3,10.4,4.3
4400007,2024-08-20T18:15:32+08:00,336.2,2.2,2000+,2000,30.9,31.9,11.7,4.7
644223,2024-08-20T00:52:16+08:00,257.3,1.8,3000+,3000,26.7,27.5,10.2,4.2
366952,2024-08-19T23:35:15+08:00,248.6,1.7,5000+,5000,26.1,26.7,9.9,4.2
3020845,2024-08-20T11:52:26+08:00,307.1,2.0,2000+,2000,29.2,30.2,11.0,4.5
1346409,2024-08-20T04:07:19+08:00,265.2,1.8,1000+,1000,27.2,28.2,10.4,4.3
3723031,2024-08-20T15:07:30+08:00,325.7,2.1,2000+,2000,30.3,31.3,11.4,4.6
424567,2024-08-19T23:51:15+08:00,251.2,1.7,4000+,4000,26.3,26.9,10.0,4.2
2696759,2024-08-20T10:22:25+08:00,298.8,1.9,2000+,2000,28.8,29.7,10.9,4.4
1814532,2024-08-20T06:17:21+08:00,267.9,1.8,1000+,1000,27.4,28.4,10.4,4.3
3085662,2024-08-20T12:10:27+08:00,309.0,2.0,3000+,3000,29.3,30.3,11.1,4.5
2462700,2024-08-20T09:17:24+08:00,290.2,1.9,2000+,2000,28.3,29.3,10.7,4.4
3600598,2024-08-20T14:33:29+08:00,323.6,2.1,2000+,2000,30.2,31.2,11.4,4.6
86077,2024-08-19T22:17:14+08:00,234.8,1.6,5000+,5000,25.1,25.8,9.6,4.0
4742097,2024-08-20T19:50:34+08:00,342.2,2.2,3000+,3000,31.2,32.3,11.8,4.8
5001365,2024-08-20T21:02:35+08:00,347.0,2.2,3000+,3000,31.5,32.7,11.9,4.8
4644872,2024-08-20T19:23:34+08:00,340.6,2.2,3000+,3000,31.1,32.2,11.8,4.7
5127399,2024-08-20T21:37:36+08:00,349.6,2.2,3000+,3000,31.6,32.8,12.0,4.8
3244104,2024-08-20T12:54:27+08:00,314.8,2.0,3000+,3000,29.7,30.6,11.2,4.5
3359334,2024-08-20T13:26:28+08:00,318.0,2.0,3000+,3000,29.9,30.8,11.3,4.6
2887609,2024-08-20T11:15:26+08:00,303.8,2.0,2000+,2000,29.0,30.0,11.0,4.5
4558450,2024-08-20T18:59:33+08:00,339.1,2.2,3000+,3000,31.0,32.1,11.7,4.7
4327989,2024-08-20T17:55:32+08:00,335.0,2.1,2000+,2000,30.8,31.9,11.7,4.7
2239442,2024-08-20T08:15:23+08:00,280.3,1.9,2000+,2000,27.8,28.9,10.6,4.3
3795046,2024-08-20T15:27:30+08:00,326.9,2.1,2000+,2000,30.4,31.4,11.5,4.6
3895876,2024-08-20T15:55:30+08:00,328.5,2.1,2000+,2000,30.4,31.4,11.5,4.6
3802252,2024-08-20T15:29:30+08:00,327.1,2.1,2000+,2000,30.4,31.4,11.5,4.6
4191153,2024-08-20T17:17:32+08:00,332.9,2.1,2000+,2000,30.7,31.7,11.6,4.7
673033,2024-08-20T01:00:16+08:00,257.8,1.8,2000+,2000,26.7,27.6,10.2,4.2
222913,2024-08-19T22:55:14+08:00,241.6,1.6,4000+,4000,25.6,26.2,9.7,4.1
4691684,2024-08-20T19:36:34+08:00,341.4,2.2,3000+,3000,31.1,32.3,11.8,4.7
1591271,2024-08-20T05:15:20+08:00,266.4,1.8,944,944,27.3,28.3,10.4,4.3
1270788,2024-08-20T03:46:19+08:00,264.8,1.8,1000+,1000,27.2,28.2,10.4,4.3
5203018,2024-08-20T21:58:36+08:00,351.1,2.3,3000+,3000,31.7,32.9,12.0,4.8
1450834,2024-08-20T04:36:20+08:00,265.7,1.8,1000+,1000,27.3,28.3,10.4,4.3
5116596,2024-08-20T21:34:36+08:00,349.3,2.2,3000+,3000,31.6,32.8,12.0,4.8
2444696,2024-08-20T09:12:24+08:00,289.4,1.9,2000+,2000,28.3,29.3,10.7,4.4
2595934,2024-08-20T09:54:25+08:00,295.3,1.9,2000+,2000,28.6,29.6,10.8,4.4
2682358,2024-08-20T10:18:25+08:00,298.3,1.9,2000+,2000,28.7,29.7,10.9,4.4
3431353,2024-08-20T13:46:28+08:00,319.8,2.1,2000+,2000,30.0,31.0,11.3,4.6
4295581,2024-08-20T17:46:32+08:00,334.5,2.1,2000+,2000,30.8,31.8,11.6,4.7
2549122,2024-08-20T09:41:24+08:00,293.4,1.9,2000+,2000,28.5,29.5,10.8,4.4
82477,2024-08-19T22:16:14+08:00,234.6,1.6,5000+,5000,25.1,25.8,9.6,4.0
1684897,2024-08-20T05:41:21+08:00,266.9,1.8,959,959,27.3,28.4,10.4,4.3
1159158,2024-08-20T03:15:18+08:00,264.0,1.8,1000+,1000,27.2,28.2,10.4,4.3
1299595,2024-08-20T03:54:19+08:00,264.9,1.8,1000+,1000,27.2,28.2,10.4,4.3
4165946,2024-08-20T17:10:31+08:00,332.5,2.1,2000+,2000,30.7,31.7,11.6,4.7
892689,2024-08-20T02:01:17+08:00,261.4,1.8,2000+,2000,27.0,27.9,10.3,4.3
4255969,2024-08-20T17:35:32+08:00,333.9,2.1,2000+,2000,30.7,31.8,11.6,4.7
4338792,2024-08-20T17:58:32+08:00,335.2,2.2,2000+,2000,30.8,31.9,11.7,4.7
3028047,2024-08-20T11:54:26+08:00,307.3,2.0,2000+,2000,29.2,30.2,11.0,4.5
1659689,2024-08-20T05:34:20+08:00,266.7,1.8,934,934,27.3,28.4,10.4,4.3
262523,2024-08-19T23:06:14+08:00,243.7,1.7,5000+,5000,25.7,26.4,9.8,4.1
1180764,2024-08-20T03:21:18+08:00,264.2,1.8,1000+,1000,27.2,28.2,10.4,4.3
5123798,2024-08-20T21:36:36+08:00,349.5,2.2,3000+,3000,31.6,32.8,12.0,4.8
3445760,2024-08-20T13:50:28+08:00,320.2,2.1,2000+,2000,30.0,31.0,11.3,4.6
4472027,2024-08-20T18:35:33+08:00,337.5,2.2,2000+,2000,30.9,32.0,11.7,4.7
1177164,2024-08-20T03:20:18+08:00,264.1,1.8,1000+,1000,27.2,28.2,10.4,4.3
1429229,2024-08-20T04:30:19+08:00,265.6,1.8,1000+,1000,27.3,28.3,10.4,4.3
4727694,2024-08-20T19:46:34+08:00,342.0,2.2,3000+,3000,31.2,32.3,11.8,4.8
2754376,2024-08-20T10:38:25+08:00,300.5,1.9,2000+,2000,28.8,29.8,10.9,4.4
2923621,2024-08-20T11:25:26+08:00,304.7,2.0,2000+,2000,29.1,30.1,11.0,4.5
2880408,2024-08-20T11:13:26+08:00,303.7,2.0,2000+,2000,29.0,30.0,11.0,4.5
2811991,2024-08-20T10:54:26+08:00,302.0,2.0,2000+,2000,28.9,29.9,10.9,4.5
3586195,2024-08-20T14:29:29+08:00,323.4,2.1,2000+,2000,30.2,31.1,11.4,4.6
4407209,2024-08-20T18:17:32+08:00,336.4,2.2,2000+,2000,30.9,31.9,11.7,4.7
4309984,2024-08-20T17:50:32+08:00,334.7,2.1,2000+,2000,30.8,31.8,11.7,4.7
1987377,2024-08-20T07:05:22+08:00,271.1,1.8,1000+,1000,27.5,28.5,10.5,4.3
4972557,2024-08-20T20:54:35+08:00,346.4,2.2,3000+,3000,31.4,32.6,11.9,4.8
2844399,2024-08-20T11:03:26+08:00,302.8,2.0,2000+,2000,29.0,29.9,11.0,4.5
4363998,2024-08-20T18:05:32+08:00,335.6,2.2,2000+,2000,30.8,31.9,11.7,4.7
3272912,2024-08-20T13:02:28+08:00,315.7,2.0,3000+,3000,29.7,30.7,11.2,4.5
345346,2024-08-19T23:29:15+08:00,247.6,1.7,5000+,5000,26.0,26.7,9.9,4.1
730646,2024-08-20T01:16:16+08:00,258.9,1.8,2000+,2000,26.8,27.7,10.2,4.2
2412286,2024-08-20T09:03:24+08:00,288.2,1.9,2000+,2000,28.2,29.2,10.7,4.4
1926160,2024-08-20T06:48:22+08:00,269.6,1.8,1000+,1000,27.4,28.5,10.5,4.3
2588733,2024-08-20T09:52:25+08:00,295.0,1.9,2000+,2000,28.6,29.5,10.8,4.4
1512049,2024-08-20T04:53:20+08:00,266.0,1.8,963,963,27.3,28.3,10.4,4.3
219312,2024-08-19T22:54:14+08:00,241.3,1.6,5000+,5000,25.6,26.2,9.7,4.1
1173563,2024-08-20T03:19:18+08:00,264.1,1.8,1000+,1000,27.2,28.2,10.4,4.3
1818133,2024-08-20T06:18:21+08:00,268.0,1.8,1000+,1000,27.4,28.4,10.4,4.3
2059396,2024-08-20T07:25:22+08:00,273.2,1.8,1000+,1000,27.5,28.6,10.5,4.3
5066182,2024-08-20T21:20:35+08:00,348.3,2.2,1000+,1000,31.5,32.7,12.0,4.8
2426691,2024-08-20T09:07:24+08:00,288.7,1.9,2000+,2000,28.2,29.2,10.7,4.4
1598472,2024-08-20T05:17:20+08:00,266.4,1.8,944,944,27.3,28.3,10.4,4.3
2401484,2024-08-20T09:00:24+08:00,287.6,1.9,2000+,2000,28.2,29.2,10.7,4.4
4414411,2024-08-20T18:19:33+08:00,336.5,2.2,2000+,2000,30.9,32.0,11.7,4.7
2639146,2024-08-20T10:06:25+08:00,296.7,1.9,2000+,2000,28.7,29.6,10.9,4.4
1126750,2024-08-20T03:06:18+08:00,263.8,1.8,1000+,1000,27.1,28.1,10.4,4.3
3798650,2024-08-20T15:28:30+08:00,327.0,2.1,2000+,2000,30.4,31.4,11.5,4.6
3006442,2024-08-20T11:48:26+08:00,306.7,2.0,2000+,2000,29.2,30.2,11.0,4.5
3341330,2024-08-20T13:21:28+08:00,317.4,2.0,3000+,3000,29.8,30.8,11.3,4.6
4950952,2024-08-20T20:48:35+08:00,345.9,2.2,3000+,3000,31.4,32.6,11.9,4.8
1360812,2024-08-20T04:11:19+08:00,265.3,1.8,1000+,1000,27.2,28.3,10.4,4.3
813468,2024-08-20T01:39:17+08:00,260.3,1.8,2000+,2000,26.9,27.8,10.3,4.3
3222496,2024-08-20T12:48:27+08:00,314.1,2.0,3000+,3000,29.6,30.6,11.2,4.5
4291979,2024-08-20T17:45:32+08:00,334.4,2.1,2000+,2000,30.8,31.8,11.6,4.7
4655675,2024-08-20T19:26:34+08:00,340.8,2.2,3000+,3000,31.1,32.2,11.8,4.7
4014707,2024-08-20T16:28:31+08:00,330.3,2.1,2000+,2000,30.5,31.6,11.5,4.7
4475628,2024-08-20T18:36:33+08:00,337.5,2.2,2000+,2000,30.9,32.0,11.7,4.7
1144755,2024-08-20T03:11:18+08:00,263.9,1.8,1000+,1000,27.2,28.1,10.4,4.3
2073798,2024-08-20T07:29:22+08:00,273.6,1.8,1000+,1000,27.5,28.6,10.5,4.3
4187552,2024-08-20T17:16:32+08:00,332.8,2.1,2000+,2000,30.7,31.7,11.6,4.7
140092,2024-08-19T22:32:14+08:00,237.4,1.6,5000+,5000,25.3,26.0,9.6,4.1
1454434,2024-08-20T04:37:20+08:00,265.7,1.8,1000+,1000,27.3,28.3,10.4,4.3
3607800,2024-08-20T14:35:29+08:00,323.7,2.1,2000+,2000,30.2,31.2,11.4,4.6
4529642,2024-08-20T18:51:33+08:00,338.6,2.2,2000+,2000,31.0,32.1,11.7,4.7
4889736,2024-08-20T20:31:35+08:00,344.8,2.2,3000+,3000,31.3,32.5,11.9,4.8
3978696,2024-08-20T16:18:31+08:00,329.8,2.1,2000+,2000,30.5,31.5,11.5,4.6
3719430,2024-08-20T15:06:29+08:00,325.7,2.1,2000+,2000,30.3,31.3,11.4,4.6
5188615,2024-08-20T21:54:36+08:00,350.8,2.3,3000+,3000,31.7,32.9,12.0,4.8
2181827,2024-08-20T07:59:23+08:00,277.9,1.9,2000+,2000,27.7,28.8,10.6,4.3
3078460,2024-08-20T12:08:27+08:00,308.8,2.0,3000+,3000,29.3,30.3,11.1,4.5
1115947,2024-08-20T03:03:18+08:00,263.7,1.8,1000+,1000,27.1,28.1,10.4,4.3
2203433,2024-08-20T08:05:23+08:00,278.9,1.9,2000+,2000,27.8,28.8,10.6,4.3
3514176,2024-08-20T14:09:29+08:00,321.9,2.1,2000+,2000,30.1,31.1,11.4,4.6
1123150,2024-08-20T03:05:18+08:00,263.7,1.8,1000+,1000,27.1,28.1,10.4,4.3
3708627,2024-08-20T15:03:29+08:00,325.5,2.1,2000+,2000,30.3,31.3,11.4,4.6
2077400,2024-08-20T07:30:22+08:00,273.8,1.8,1000+,1000,27.5,28.6,10.5,4.3
1494045,2024-08-20T04:48:20+08:00,265.9,1.8,944,944,27.3,28.3,10.4,4.3
575807,2024-08-20T00:33:16+08:00,255.8,1.7,2000+,2000,26.6,27.4,10.1,4.2
3395345,2024-08-20T13:36:28+08:00,318.9,2.1,2000+,2000,29.9,30.9,11.3,4.6
3838261,2024-08-20T15:39:30+08:00,327.6,2.1,2000+,2000,30.4,31.4,11.5,4.6
3323325,2024-08-20T13:16:28+08:00,317.0,2.0,2000+,2000,29.8,30.8,11.3,4.6
2905616,2024-08-20T11:20:26+08:00,304.2,2.0,2000+,2000,29.1,30.0,11.0,4.5
1328400,2024-08-20T04:02:19+08:00,265.1,1.8,1000+,1000,27.2,28.2,10.4,4.3
1306797,2024-08-20T03:56:19+08:00,265.0,1.8,1000+,1000,27.2,28.2,10.4,4.3
2959630,2024-08-20T11:35:26+08:00,305.6,2.0,2000+,2000,29.1,30.1,11.0,4.5
24861,2024-08-19T22:00:13+08:00,232.1,1.6,5000+,5000,25.0,25.6,9.5,4.0
4940149,2024-08-20T20:45:35+08:00,345.7,2.2,3000+,3000,31.4,32.6,11.9,4.8
3283715,2024-08-20T13:05:28+08:00,316.0,2.0,3000+,3000,29.7,30.7,11.2,4.6
2145817,2024-08-20T07:49:23+08:00,276.4,1.9,1000+,1000,27.6,28.7,10.5,4.3
665830,2024-08-20T00:58:16+08:00,257.7,1.8,2000+,2000,26.7,27.6,10.2,4.2
4904140,2024-08-20T20:35:35+08:00,345.0,2.2,3000+,3000,31.4,32.5,11.9,4.8
1288791,2024-08-20T03:51:19+08:00,264.9,1.8,1000+,1000,27.2,28.2,10.4,4.3
1893752,2024-08-20T06:39:22+08:00,269.0,1.8,1000+,1000,27.4,28.4,10.5,4.3
1656088,2024-08-20T05:33:20+08:00,266.7,1.8,962,962,27.3,28.4,10.4,4.3
4331590,2024-08-20T17:56:32+08:00,335.1,2.2,2000+,2000,30.8,31.9,11.7,4.7
3521376,2024-08-20T14:11:29+08:00,322.0,2.1,2000+,2000,30.1,31.1,11.4,4.6
4612462,2024-08-20T19:14:33+08:00,340.0,2.2,2000+,2000,31.1,32.2,11.8,4.7
2952428,2024-08-20T11:33:26+08:00,305.5,2.0,2000+,2000,29.1,30.1,11.0,4.5
2466300,2024-08-20T09:18:24+08:00,290.3,1.9,2000+,2000,28.3,29.3,10.7,4.4
2325864,2024-08-20T08:39:23+08:00,284.3,1.9,2000+,2000,28.0,29.0,10.6,4.4
2369076,2024-08-20T08:51:24+08:00,286.1,1.9,2000+,2000,28.1,29.1,10.7,4.4
3146879,2024-08-20T12:27:27+08:00,311.3,2.0,3000+,3000,29.5,30.4,11.1,4.5
2354672,2024-08-20T08:47:24+08:00,285.5,1.9,2000+,2000,28.1,29.1,10.7,4.4
2945226,2024-08-20T11:31:26+08:00,305.3,2.0,2000+,2000,29.1,30.1,11.0,4.5
1785724,2024-08-20T06:09:21+08:00,267.7,1.8,1000+,1000,27.3,28.4,10.4,4.3
3017245,2024-08-20T11:51:26+08:00,307.0,2.0,2000+,2000,29.2,30.2,11.0,4.5
359750,2024-08-19T23:33:15+08:00,248.4,1.7,5000+,5000,26.1,26.7,9.9,4.2
4576453,2024-08-20T19:04:33+08:00,339.4,2.2,3000+,3000,31.0,32.1,11.8,4.7
4936548,2024-08-20T20:44:35+08:00,345.7,2.2,3000+,3000,31.4,32.6,11.9,4.8
2178226,2024-08-20T07:58:23+08:00,277.7,1.9,2000+,2000,27.7,28.8,10.6,4.3
802665,2024-08-20T01:36:17+08:00,260.1,1.8,2000+,2000,26.9,27.8,10.3,4.3
3658212,2024-08-20T14:49:29+08:00,324.6,2.1,2000+,2000,30.2,31.2,11.4,4.6
4464825,2024-08-20T18:33:33+08:00,337.4,2.2,2000+,2000,30.9,32.0,11.7,4.7
2207035,2024-08-20T08:06:23+08:00,278.9,1.9,2000+,2000,27.8,28.8,10.6,4.3
4313584,2024-08-20T17:51:32+08:00,334.8,2.1,2000+,2000,30.8,31.9,11.7,4.7
32063,2024-08-19T22:02:13+08:00,232.4,1.6,5000+,5000,25.0,25.6,9.5,4.0
2624742,2024-08-20T10:02:25+08:00,296.3,1.9,2000+,2000,28.6,29.6,10.8,4.4
647825,2024-08-20T00:53:16+08:00,257.4,1.8,3000+,3000,26.7,27.5,10.2,4.2
2135015,2024-08-20T07:46:23+08:00,275.8,1.9,1000+,1000,27.6,28.7,10.5,4.3
399360,2024-08-19T23:44:15+08:00,250.0,1.7,5000+,5000,26.2,26.8,10.0,4.2
1868544,2024-08-20T06:32:21+08:00,268.6,1.8,1000+,1000,27.4,28.4,10.5,4.3
968303,2024-08-20T02:22:17+08:00,262.3,1.8,1000+,1000,27.1,28.0,10.3,4.3
2667954,2024-08-20T10:14:25+08:00,297.8,1.9,2000+,2000,28.7,29.7,10.9,4.4
2631943,2024-08-20T10:04:25+08:00,296.6,1.9,2000+,2000,28.6,29.6,10.9,4.4
4774505,2024-08-20T19:59:34+08:00,342.8,2.2,3000+,3000,31.2,32.4,11.8,4.8
791862,2024-08-20T01:33:17+08:00,260.0,1.8,2000+,2000,26.9,27.8,10.3,4.3
2037789,2024-08-20T07:19:22+08:00,272.5,1.8,1000+,1000,27.5,28.6,10.5,4.3
1540858,2024-08-20T05:01:20+08:00,266.1,1.8,923,923,27.3,28.3,10.4,4.3
